12411-03-03: Bevölkerung nach Geschlecht, Nationalität und Altersgruppen bis 90+ (Stand  31.12.)
Gebietsschlüssel;Gebietseinheit;Zeit;Alter von ... bis unter ... Jahren;Bevölkerung 1);Bevölkerung 1);Bevölkerung 1);Bevölkerung 1);Bevölkerung 1);Bevölkerung 1);Bevölkerung 1);Bevölkerung 1);Bevölkerung 1)
04011111;Altstadt (Ortsteil);2000-12-31;50 - 55;218;121;97;186;96;90;32;25;7
04011111;Altstadt (Ortsteil);2000-12-31;55 - 60;229;133;96;205;115;90;24;18;6
04011111;Altstadt (Ortsteil);2000-12-31;60 - 65;204;105;99;187;94;93;17;11;6
04011111;Altstadt (Ortsteil);2000-12-31;65 - 70;135;66;69;119;58;61;16;8;8
04011111;Altstadt (Ortsteil);2000-12-31;70 - 75;101;43;58;95;38;57;6;5;1
04011111;Altstadt (Ortsteil);2000-12-31;75 - 80;101;32;69;95;28;67;6;4;2
04011111;Altstadt (Ortsteil);2000-12-31;80 - 85;42;11;31;42;11;31;0;0;0
04011111;Altstadt (Ortsteil);2000-12-31;85 - 90;36;9;27;34;8;26;2;1;1
04011111;Altstadt (Ortsteil);2000-12-31;90 und mehr;27;9;18;24;7;17;3;2;1
04011111;Altstadt (Ortsteil);2000-12-31;Insgesamt;3038;1642;1396;2409;1226;1183;629;416;213
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;unter 3;89;39;50;48;23;25;41;16;25
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;3 - 6;51;25;26;26;14;12;25;11;14
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;6 - 10;59;33;26;31;17;14;28;16;12
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;10 - 15;81;42;39;53;25;28;28;17;11
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;15 - 18;56;24;32;37;13;24;19;11;8
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;18 - 20;71;28;43;53;23;30;18;5;13
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;20 - 25;378;168;210;293;131;162;85;37;48
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;25 - 30;509;284;225;366;211;155;143;73;70
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;30 - 35;515;305;210;381;230;151;134;75;59
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;35 - 40;366;222;144;289;172;117;77;50;27
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;40 - 45;325;188;137;243;137;106;82;51;31
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;45 - 50;273;161;112;212;115;97;61;46;15
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;50 - 55;283;167;116;229;135;94;54;32;22
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;55 - 60;266;133;133;241;121;120;25;12;13
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;60 - 65;311;180;131;269;153;116;42;27;15
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;65 - 70;194;89;105;176;76;100;18;13;5
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;70 - 75;175;71;104;159;65;94;16;6;10
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;75 - 80;188;45;143;176;42;134;12;3;9
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;80 - 85;112;26;86;106;21;85;6;5;1
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;85 - 90;79;16;63;73;14;59;6;2;4
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;90 und mehr;65;24;41;53;21;32;12;3;9
04011112;Bahnhofsvorstadt (Ortsteil);2000-12-31;Insgesamt;4446;2270;2176;3514;1759;1755;932;511;421
04011113;Ostertor (Ortsteil);2000-12-31;unter 3;158;81;77;138;67;71;20;14;6
04011113;Ostertor (Ortsteil);2000-12-31;3 - 6;167;83;84;145;72;73;22;11;11
04011113;Ostertor (Ortsteil);2000-12-31;6 - 10;186;90;96;158;76;82;28;14;14
04011113;Ostertor (Ortsteil);2000-12-31;10 - 15;243;122;121;209;102;107;34;20;14
04011113;Ostertor (Ortsteil);2000-12-31;15 - 18;155;79;76;134;69;65;21;10;11
04011113;Ostertor (Ortsteil);2000-12-31;18 - 20;143;69;74;129;60;69;14;9;5
04011113;Ostertor (Ortsteil);2000-12-31;20 - 25;549;239;310;467;201;266;82;38;44
04011113;Ostertor (Ortsteil);2000-12-31;25 - 30;805;385;420;660;318;342;145;67;78
04011113;Ostertor (Ortsteil);2000-12-31;30 - 35;1054;570;484;905;486;419;149;84;65
04011113;Ostertor (Ortsteil);2000-12-31;35 - 40;856;467;389;727;391;336;129;76;53
04011113;Ostertor (Ortsteil);2000-12-31;40 - 45;731;361;370;622;300;322;109;61;48
04011113;Ostertor (Ortsteil);2000-12-31;45 - 50;713;370;343;638;327;311;75;43;32
04011113;Ostertor (Ortsteil);2000-12-31;50 - 55;669;363;306;608;327;281;61;36;25
04011113;Ostertor (Ortsteil);2000-12-31;55 - 60;484;262;222;449;244;205;35;18;17
04011113;Ostertor (Ortsteil);2000-12-31;60 - 65;359;195;164;325;173;152;34;22;12
04011113;Ostertor (Ortsteil);2000-12-31;65 - 70;194;86;108;167;67;100;27;19;8
04011113;Ostertor (Ortsteil);2000-12-31;70 - 75;144;58;86;136;54;82;8;4;4
04011113;Ostertor (Ortsteil);2000-12-31;75 - 80;160;41;119;144;32;112;16;9;7
04011113;Ostertor (Ortsteil);2000-12-31;80 - 85;129;23;106;125;20;105;4;3;1
04011113;Ostertor (Ortsteil);2000-12-31;85 - 90;108;17;91;108;17;91;0;0;0
04011113;Ostertor (Ortsteil);2000-12-31;90 und mehr;107;28;79;95;22;73;12;6;6
04011113;Ostertor (Ortsteil);2000-12-31;Insgesamt;8114;3989;4125;7089;3425;3664;1025;564;461
0401112;Häfen (Stadtteil);2000-12-31;unter 3;7;5;2;6;4;2;1;1;0
0401112;Häfen (Stadtteil);2000-12-31;3 - 6;2;2;0;1;1;0;1;1;0
0401112;Häfen (Stadtteil);2000-12-31;6 - 10;5;3;2;4;2;2;1;1;0
0401112;Häfen (Stadtteil);2000-12-31;10 - 15;7;5;2;2;1;1;5;4;1
0401112;Häfen (Stadtteil);2000-12-31;15 - 18;8;4;4;4;2;2;4;2;2
0401112;Häfen (Stadtteil);2000-12-31;18 - 20;8;7;1;4;3;1;4;4;0
0401112;Häfen (Stadtteil);2000-12-31;20 - 25;22;8;14;9;3;6;13;5;8
0401112;Häfen (Stadtteil);2000-12-31;25 - 30;12;8;4;5;3;2;7;5;2
0401112;Häfen (Stadtteil);2000-12-31;30 - 35;23;15;8;13;6;7;10;9;1
0401112;Häfen (Stadtteil);2000-12-31;35 - 40;36;29;7;15;11;4;21;18;3
0401112;Häfen (Stadtteil);2000-12-31;40 - 45;26;16;10;17;8;9;9;8;1
0401112;Häfen (Stadtteil);2000-12-31;45 - 50;26;21;5;20;16;4;6;5;1
0401112;Häfen (Stadtteil);2000-12-31;50 - 55;32;19;13;19;11;8;13;8;5
0401112;Häfen (Stadtteil);2000-12-31;55 - 60;38;24;14;28;18;10;10;6;4
0401112;Häfen (Stadtteil);2000-12-31;60 - 65;22;14;8;20;12;8;2;2;0
0401112;Häfen (Stadtteil);2000-12-31;65 - 70;13;8;5;12;7;5;1;1;0
0401112;Häfen (Stadtteil);2000-12-31;70 - 75;7;2;5;7;2;5;0;0;0
0401112;Häfen (Stadtteil);2000-12-31;75 - 80;3;2;1;3;2;1;0;0;0
0401112;Häfen (Stadtteil);2000-12-31;80 - 85;2;1;1;2;1;1;0;0;0
0401112;Häfen (Stadtteil);2000-12-31;85 - 90;2;1;1;2;1;1;0;0;0
0401112;Häfen (Stadtteil);2000-12-31;90 und mehr;0;0;0;0;0;0;0;0;0
0401112;Häfen (Stadtteil);2000-12-31;Insgesamt;301;194;107;193;114;79;108;80;28
04011121;Handelshäfen (Ortsteil);2000-12-31;unter 3;3;2;1;2;1;1;1;1;0
04011121;Handelshäfen (Ortsteil);2000-12-31;3 - 6;1;1;0;0;0;0;1;1;0
04011121;Handelshäfen (Ortsteil);2000-12-31;6 - 10;3;2;1;2;1;1;1;1;0
04011121;Handelshäfen (Ortsteil);2000-12-31;10 - 15;5;4;1;0;0;0;5;4;1
04011121;Handelshäfen (Ortsteil);2000-12-31;15 - 18;5;2;3;1;0;1;4;2;2
04011121;Handelshäfen (Ortsteil);2000-12-31;18 - 20;4;3;1;2;1;1;2;2;0
04011121;Handelshäfen (Ortsteil);2000-12-31;20 - 25;11;2;9;3;1;2;8;1;7
04011121;Handelshäfen (Ortsteil);2000-12-31;25 - 30;2;0;2;1;0;1;1;0;1
04011121;Handelshäfen (Ortsteil);2000-12-31;30 - 35;9;5;4;4;1;3;5;4;1
04011121;Handelshäfen (Ortsteil);2000-12-31;35 - 40;14;9;5;6;4;2;8;5;3
04011121;Handelshäfen (Ortsteil);2000-12-31;40 - 45;6;4;2;5;3;2;1;1;0
04011121;Handelshäfen (Ortsteil);2000-12-31;45 - 50;7;5;2;6;5;1;1;0;1
04011121;Handelshäfen (Ortsteil);2000-12-31;50 - 55;12;8;4;4;3;1;8;5;3
04011121;Handelshäfen (Ortsteil);2000-12-31;55 - 60;11;8;3;6;4;2;5;4;1
04011121;Handelshäfen (Ortsteil);2000-12-31;60 - 65;9;6;3;9;6;3;0;0;0
04011121;Handelshäfen (Ortsteil);2000-12-31;65 - 70;1;1;0;1;1;0;0;0;0
04011121;Handelshäfen (Ortsteil);2000-12-31;70 - 75;3;1;2;3;1;2;0;0;0
04011121;Handelshäfen (Ortsteil);2000-12-31;75 - 80;1;0;1;1;0;1;0;0;0
04011121;Handelshäfen (Ortsteil);2000-12-31;80 - 85;1;1;0;1;1;0;0;0;0
04011121;Handelshäfen (Ortsteil);2000-12-31;85 - 90;1;0;1;1;0;1;0;0;0
04011121;Handelshäfen (Ortsteil);2000-12-31;90 und mehr;0;0;0;0;0;0;0;0;0
04011121;Handelshäfen (Ortsteil);2000-12-31;Insgesamt;109;64;45;58;33;25;51;31;20
04011122;Industriehäfen (Ortsteil);2000-12-31;unter 3;1;1;0;1;1;0;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;3 - 6;0;0;0;0;0;0;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;6 - 10;1;1;0;1;1;0;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;10 - 15;2;1;1;2;1;1;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;15 - 18;3;2;1;3;2;1;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;18 - 20;4;4;0;2;2;0;2;2;0
04011122;Industriehäfen (Ortsteil);2000-12-31;20 - 25;6;4;2;1;0;1;5;4;1
04011122;Industriehäfen (Ortsteil);2000-12-31;25 - 30;7;6;1;1;1;0;6;5;1
04011122;Industriehäfen (Ortsteil);2000-12-31;30 - 35;8;7;1;3;2;1;5;5;0
04011122;Industriehäfen (Ortsteil);2000-12-31;35 - 40;18;17;1;5;4;1;13;13;0
04011122;Industriehäfen (Ortsteil);2000-12-31;40 - 45;12;8;4;4;1;3;8;7;1
04011122;Industriehäfen (Ortsteil);2000-12-31;45 - 50;14;13;1;9;8;1;5;5;0
04011122;Industriehäfen (Ortsteil);2000-12-31;50 - 55;12;7;5;7;4;3;5;3;2
04011122;Industriehäfen (Ortsteil);2000-12-31;55 - 60;18;10;8;13;8;5;5;2;3
04011122;Industriehäfen (Ortsteil);2000-12-31;60 - 65;9;5;4;8;4;4;1;1;0
04011122;Industriehäfen (Ortsteil);2000-12-31;65 - 70;8;7;1;7;6;1;1;1;0
04011122;Industriehäfen (Ortsteil);2000-12-31;70 - 75;3;0;3;3;0;3;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;75 - 80;1;1;0;1;1;0;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;80 - 85;0;0;0;0;0;0;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;85 - 90;1;1;0;1;1;0;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;90 und mehr;0;0;0;0;0;0;0;0;0
04011122;Industriehäfen (Ortsteil);2000-12-31;Insgesamt;128;95;33;72;47;25;56;48;8
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;unter 3;3;2;1;3;2;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;3 - 6;1;1;0;1;1;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;6 - 10;1;0;1;1;0;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;10 - 15;0;0;0;0;0;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;15 - 18;0;0;0;0;0;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;18 - 20;0;0;0;0;0;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;20 - 25;1;1;0;1;1;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;25 - 30;2;1;1;2;1;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;30 - 35;3;2;1;3;2;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;35 - 40;3;2;1;3;2;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;40 - 45;5;3;2;5;3;2;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;45 - 50;1;1;0;1;1;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;50 - 55;2;1;1;2;1;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;55 - 60;8;5;3;8;5;3;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;60 - 65;2;1;1;2;1;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;65 - 70;3;0;3;3;0;3;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;70 - 75;1;1;0;1;1;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;75 - 80;1;1;0;1;1;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;80 - 85;1;0;1;1;0;1;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;85 - 90;0;0;0;0;0;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;90 und mehr;0;0;0;0;0;0;0;0;0
04011123;Stadtbr Überseehafengebiet Bremerhaven (Ortsteil);2000-12-31;Insgesamt;38;22;16;38;22;16;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;unter 3;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;3 - 6;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;6 - 10;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;10 - 15;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;15 - 18;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;18 - 20;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;20 - 25;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;25 - 30;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;30 - 35;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;35 - 40;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;40 - 45;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;45 - 50;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;50 - 55;2;1;1;2;1;1;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;55 - 60;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;60 - 65;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;65 - 70;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;70 - 75;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;75 - 80;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;80 - 85;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;85 - 90;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;90 und mehr;0;0;0;0;0;0;0;0;0
04011124;Neustädter Häfen (Ortsteil);2000-12-31;Insgesamt;2;1;1;2;1;1;0;0;0
